Order_ID,Order_Date,Customer_Name,Email,Phone,City,State,Product,Category,Qty,Unit_Price,Discount,Payment_Mode,Order_Status,Delivery_Date
ORD1453,19-04-2025,Amit,amit65@gmail.com,9383907366,Pune,Maharashtra,Bottle,Home,-1,2599,10,UPI,Delivered,23-04-2025
ORD1454,10-02-2025,Neha,neha53@gmail.com,9124493553,Pune,Maharashtra,Watch,Fashion,2,1999,15,COD,Delivered,17-02-2025
ORD1455,23-01-2025,Rahul,rahul97@gmail.com,9669206149,Delhi,Delhi,Shoes,Fashion,4,1499,20,Card,Pending,26-01-2025
ORD1456,01-05-2025,Rohit,rohit69@gmail.com,9619254906,Pune,Maharashtra,Watch,Fashion,-1,499,15,Wallet,Delivered,06-05-2025
ORD1457,11-01-2025,Sneha,sneha97@gmail.com,9523945550,Jaipur,Rajasthan,Bottle,Home,5,1999,0,Wallet,Delivered,13-01-2025
ORD1458,11-06-2025,Rohit,rohit80@gmail.com,9951760868,Mumbai,Maharashtra,Chair,Furniture,1,2599,20,NetBanking,Delivered,17-06-2025
ORD1460,01-02-2025,Vikas,vikas8@gmail.com,9178563209,Bengaluru,Karnataka,Mouse,Electronics,2,4999,15,UPI,Delivered,06-02-2025
ORD1461,01-04-2025,Rahul,rahul23@gmail.com,9433791076,Jaipur,Rajasthan,Shoes,Fashion,2,1499,20,UPI,Returned,08-04-2025
ORD1463,22-06-2025,Neha,neha54@gmail.com,9794486194,Lucknow,UP,Bottle,Home,4,4999,20,COD,Cancelled,27-06-2025
ORD1464,21-05-2025,Sneha,sneha53@gmail.com,9595254143,Jaipur,Rajasthan,Laptop,Electronics,5,1999,0,Card,Cancelled,24-05-2025
ORD1465,13-04-2025,Priya,priya27gmail.com,9263255819,Bengaluru,Karnataka,Mouse,Electronics,5,2599, ,Card,Returned,15-04-2025
ORD1466,10-01-2025,Neha,neha50@gmail.com,9326023461,Pune,Maharashtra,Laptop,Electronics,-1,2599,0,Wallet,Delivered,13-01-2025
ORD1468,28-06-2025,Sneha,sneha45@gmail.com,9482991861,Delhi ,Delhi,Shoes,Fashion,-1,4999,5,Wallet,Returned,03-07-2025
ORD1469,01-04-2025,Rahul,rahul47@gmail.com,9815577094,Bengaluru,Karnataka,Bottle,Home,2,499,0,UPI,Delivered,11-04-2025
ORD1470,03-01-2025,Priya,priya66@gmail.com,9458583296,Jaipur,Rajasthan,Watch,Fashion,2,9999,5,Wallet,Returned,05-01-2025
ORD1471,15-06-2025,Sneha,sneha54@gmail.com,9944717091,Delhi,Delhi,Laptop,Electronics,4,2599,20,COD,Returned,21-06-2025
ORD1472,18-03-2025,Vikas,vikas87@gmail.com,9861027886,Delhi,Delhi,Mouse,Electronics,5,1499,20,Card,Delivered,26-03-2025
ORD1473,19-02-2025,Rahul,rahul77@gmail.com,9635640677,Lucknow,UP,Mouse,Electronics,4,1499,0,Wallet,Delivered,23-02-2025
ORD1476,22-06-2025,Rohit,rohit94@gmail.com,9281632903,Pune,Maharashtra,Chair,Furniture,5,2599,5,Card,Pending,30-06-2025
ORD1477,16-04-2025,Vikas,vikas1@gmail.com,9904339004,Bengaluru,Karnataka,Chair,Furniture,2,499,0,COD,Delivered,21-04-2025
ORD1478,19-04-2025,Sneha,sneha11@gmail.com,9233212770,Delhi,Delhi,Shoes,Fashion,2,1999,20,NetBanking,Delivered,23-04-2025
ORD1479,18-01-2025,Neha,neha63@gmail.com,9334823454,Bengaluru,Karnataka,Mouse,Electronics,4,4999,0,Card,Pending,26-01-2025
ORD1480,32-13-2025,Rohit,rohit15@gmail.com,9309550784,Pune,Maharashtra,Chair,Furniture,4,4999,15,NetBanking,Delivered,29-05-2025
ORD1481,17-06-2025,Rohit,rohit46@gmail.com,9379730312,Pune,Maharashtra,Shoes,Fashion,4,2599, ,Wallet,Pending,24-06-2025
ORD1482,27-04-2025,Rahul,rahul53@gmail.com,9487897218,Pune,Maharashtra,Mouse,Electronics,5,499,5,Wallet,Delivered,01-05-2025
ORD1483,20-04-2025,Neha,neha34@gmail.com,9620909768,Bengaluru,Karnataka,Laptop,Electronics,2,1999,5,NetBanking,Pending,28-04-2025
ORD1484,16-02-2025,Sneha,sneha66@gmail.com,Unknown,Delhi,Delhi,Chair,Furniture,4,9999,10,NetBanking,Cancelled,20-02-2025
ORD1485,24-05-2025,Rohit,rohit35@gmail.com,9845248519,Pune,Maharashtra,Chair,Furniture,5,499,5,NetBanking,Delivered,31-05-2025
ORD1486,31-05-2025,vikas  ,vikas78@gmail.com,9812671945,Bengaluru ,Karnataka,Laptop,Electronics,3,4999,0,Wallet,Delivered,02-06-2025
ORD1487,13-04-2025,Rohit,rohit31@gmail.com,9370472644,Jaipur,Rajasthan,Chair,Furniture,1,499,0,UPI,Delivered,16-04-2025
ORD1488,15-02-2025,Sneha,sneha32@gmail.com,9335556096,Delhi,Delhi,Mouse,Electronics,2,499, ,Wallet,Cancelled,23-02-2025
ORD1490,08-05-2025,Sneha,sneha22@gmail.com,9311385417,Pune,Maharashtra,Laptop,Electronics,2,9999,20,Card,Delivered,17-05-2025
ORD1491,04-03-2025,Priya,priya42@gmail.com,9975620718,Lucknow,UP,Laptop,Electronics,2,1499,10,UPI,Cancelled,11-03-2025
ORD1493,05-03-2025,Sneha,sneha27@gmail.com,9961393609,Delhi,Delhi,Mouse,Electronics,5,4999,0,COD,Delivered,07-03-2025
ORD1494,20-03-2025,Sneha,sneha50@gmail.com,9703494194,Delhi,Delhi,Bottle,Home,5,999,0,Wallet,Delivered,23-03-2025
ORD1495,09-02-2025,Sneha,sneha59@gmail.com,9580925306,Bengaluru,Karnataka,Mouse,Electronics,1,499, ,NetBanking,Returned,13-02-2025
ORD1498,26-04-2025,Priya,priya59@gmail.com,9949870677,Jaipur,Rajasthan,Mouse,Electronics,5,1499,10,Wallet,Delivered,03-05-2025
ORD1501,28-04-2025,Amit,amit26@gmail.com,9873317457,Lucknow,UP,Chair,Furniture,-1,1499,15,Wallet,Delivered,04-05-2025
ORD1002,30-06-2025,Neha,neha82@gmail.com,9829008196,Delhi,Delhi,Chair,Furniture,4,1999,0,UPI,Pending,03-07-2025
ORD1003,03-02-2025,Rohit,rohit45@gmail.com,9280491167,Pune,Maharashtra,Watch,Fashion,5,4999,20,Card,Pending,09-02-2025
ORD1004,06-05-2025,Amit,amit6@gmail.com,9943310925,Jaipur,Rajasthan,Mouse,Electronics,3,1999,5,COD,Returned,08-05-2025
ORD1007,10-02-2025,Rahul,rahul82@gmail.com,9517780193,Mumbai,Maharashtra,Mouse,Electronics,3,499,20,Wallet,Cancelled,18-02-2025
ORD1008,17-02-2025,Rahul,rahul71@gmail.com,9789375429,Lucknow,UP,Mouse,Electronics,4,9999,0,Card,Returned,27-02-2025
ORD1009,21-03-2025,Rahul,rahul99@gmail.com,9552649559,Mumbai,Maharashtra,Bottle,Home,2,1499, ,Wallet,Pending,28-03-2025
ORD1011,11-01-2025,Neha,neha22@gmail.com,9580304152,Jaipur,Rajasthan,Chair,Furniture,3,999, ,COD,Pending,16-01-2025
ORD1012,03-03-2025,Vikas,vikas46@gmail.com,9551158398,Jaipur,Rajasthan,Shoes,Fashion,3,999,5,COD,Cancelled,09-03-2025
ORD1601,28-04-2025,Amit,amit26@gmail.com,9873317457,Lucknow,UP,Chair,Furniture,-1,1499,15,Wallet,Delivered,04-05-2025
ORD1602,30-06-2025,Neha,neha82@gmail.com,9829008196,Delhi,Delhi,Chair,Furniture,4,1999,0,UPI,Pending,03-07-2025
ORD1603,03-02-2025,Rohit,rohit45@gmail.com,9280491167,Pune,Maharashtra,Watch,Fashion,5,4999,20,Card,Pending,09-02-2025
ORD1604,06-05-2025,Amit,amit6@gmail.com,9943310925,Jaipur,Rajasthan,Mouse,Electronics,3,1999,5,COD,Returned,08-05-2025
ORD1607,10-02-2025,Rahul,rahul82@gmail.com,9517780193,Mumbai,Maharashtra,Mouse,Electronics,3,499,20,Wallet,Cancelled,18-02-2025
ORD1608,17-02-2025,Rahul,rahul71@gmail.com,9789375429,Lucknow,UP,Mouse,Electronics,4,9999,0,Card,Returned,27-02-2025
ORD1609,21-03-2025,Rahul,rahul99@gmail.com,9552649559,Mumbai,Maharashtra,Bottle,Home,2,1499, ,Wallet,Pending,28-03-2025
ORD1611,11-01-2025,Neha,neha22@gmail.com,9580304152,Jaipur,Rajasthan,Chair,Furniture,3,999, ,COD,Pending,16-01-2025
ORD1612,03-03-2025,Vikas,vikas46@gmail.com,9551158398,Jaipur,Rajasthan,Shoes,Fashion,3,999,5,COD,Cancelled,09-03-2025
